country,continent,year,life_expectancy,population_millions,gdp_per_capita
Lebanon,Asia,1997,70.265,3.4303880000000003e-06,8754.96385
Lebanon,Asia,2002,71.028,3.6777799999999996e-06,9313.93883
Lebanon,Asia,2007,71.993,3.921278e-06,10461.05868
Lesotho,Africa,1952,42.138,7.487470000000001e-07,298.8462121
Lesotho,Africa,1957,45.047,8.13338e-07,335.9971151
Lesotho,Africa,1962,47.747,8.93143e-07,411.8006266
Lesotho,Africa,1967,48.492,9.9638e-07,498.6390265
Lesotho,Africa,1972,49.767,1.1167789999999999e-06,496.5815922
Lesotho,Africa,1977,52.208,1.251524e-06,745.3695408
Lesotho,Africa,1982,55.078,1.411807e-06,797.2631074
Lesotho,Africa,1987,57.18,1.5991999999999999e-06,773.9932141
Lesotho,Africa,1992,59.685,1.803195e-06,977.4862725
Lesotho,Africa,1997,55.558,1.982823e-06,1186.147994
Lesotho,Africa,2002,44.593,2.0467719999999997e-06,1275.184575
Lesotho,Africa,2007,42.592,2.0126490000000003e-06,1569.331442
Liberia,Africa,1952,38.48,8.63308e-07,575.5729961
Liberia,Africa,1957,39.486,9.7595e-07,620.9699901
Liberia,Africa,1962,40.502,1.1127959999999998e-06,634.1951625
Liberia,Africa,1967,41.536,1.2794060000000001e-06,713.6036483
Liberia,Africa,1972,42.614,1.4826280000000001e-06,803.0054535
Liberia,Africa,1977,43.764,1.703617e-06,640.3224383
Liberia,Africa,1982,44.852,1.956875e-06,572.1995694
Liberia,Africa,1987,46.027,2.2694139999999998e-06,506.1138573
Liberia,Africa,1992,40.802,1.912974e-06,636.6229191
Liberia,Africa,1997,42.221,2.200725e-06,609.1739508
Liberia,Africa,2002,43.753,2.814651e-06,531.4823679
Liberia,Africa,2007,45.678,3.193942e-06,414.5073415
Libya,Africa,1952,42.723,1.0197290000000001e-06,2387.54806
Libya,Africa,1957,45.289,1.201578e-06,3448.284395
Libya,Africa,1962,47.808,1.441863e-06,6757.030816
Libya,Africa,1967,50.227,1.7592239999999998e-06,18772.75169
Libya,Africa,1972,52.773,2.183877e-06,21011.49721
Libya,Africa,1977,57.442,2.7217829999999997e-06,21951.21176
Libya,Africa,1982,62.155,3.344074e-06,17364.27538
Libya,Africa,1987,66.234,3.7998449999999998e-06,11770.5898
Libya,Africa,1992,68.755,4.364501e-06,9640.138501
Libya,Africa,1997,71.555,4.75967e-06,9467.446056
Libya,Africa,2002,72.737,5.368585e-06,9534.677467
Libya,Africa,2007,73.952,6.0369140000000006e-06,12057.49928
Madagascar,Africa,1952,36.681,4.762912e-06,1443.011715
Madagascar,Africa,1957,38.865,5.181679e-06,1589.20275
Madagascar,Africa,1962,40.848,5.703324e-06,1643.38711
Madagascar,Africa,1967,42.881,6.334556e-06,1634.047282
Madagascar,Africa,1972,44.851,7.08243e-06,1748.562982
Madagascar,Africa,1977,46.881,8.007166e-06,1544.228586
Madagascar,Africa,1982,48.969,9.171476999999999e-06,1302.878658
Madagascar,Africa,1987,49.35,1.0568642e-05,1155.441948
Madagascar,Africa,1992,52.214,1.2210395e-05,1040.67619
Madagascar,Africa,1997,54.978,1.4165114000000001e-05,986.2958956
Madagascar,Africa,2002,57.286,1.6473476999999998e-05,894.6370822
Madagascar,Africa,2007,59.443,1.9167654e-05,1044.770126
Malawi,Africa,1952,36.256,2.917802e-06,369.1650802
Malawi,Africa,1957,37.207,3.221238e-06,416.3698064
Malawi,Africa,1962,38.41,3.6286079999999997e-06,427.9010856
Malawi,Africa,1967,39.487,4.147252e-06,495.5147806
Malawi,Africa,1972,41.766,4.730997e-06,584.6219709
Malawi,Africa,1977,43.767,5.637246e-06,663.2236766
Malawi,Africa,1982,45.642,6.502825e-06,632.8039209
Malawi,Africa,1987,47.457,7.824747e-06,635.5173634
Malawi,Africa,1992,49.42,1.0014248999999999e-05,563.2000145
Malawi,Africa,1997,47.495,1.0419990999999999e-05,692.2758103
Malawi,Africa,2002,45.009,1.1824495000000001e-05,665.4231186
Malawi,Africa,2007,48.303,1.3327078999999999e-05,759.3499101
Malaysia,Asia,1952,48.463,6.7483779999999994e-06,1831.132894
Malaysia,Asia,1957,52.102,7.739235e-06,1810.066992
Malaysia,Asia,1962,55.737,8.906385e-06,2036.884944
Malaysia,Asia,1967,59.371,1.0154878e-05,2277.742396
Malaysia,Asia,1972,63.01,1.1441462e-05,2849.09478
Malaysia,Asia,1977,65.256,1.2845381e-05,3827.921571
Malaysia,Asia,1982,68.0,1.4441916e-05,4920.355951
Malaysia,Asia,1987,69.5,1.6331785e-05,5249.802653
Malaysia,Asia,1992,70.693,1.8319502e-05,7277.912802
Malaysia,Asia,1997,71.938,2.0476091e-05,10132.90964
Malaysia,Asia,2002,73.044,2.2662365000000003e-05,10206.97794
Malaysia,Asia,2007,74.241,2.4821286e-05,12451.6558
Mali,Africa,1952,33.685,3.838168e-06,452.3369807
Mali,Africa,1957,35.307,4.2418839999999996e-06,490.3821867
Mali,Africa,1962,36.936,4.690372e-06,496.1743428
Mali,Africa,1967,38.487,5.212416e-06,545.0098873
Mali,Africa,1972,39.977,5.8281580000000005e-06,581.3688761
Mali,Africa,1977,41.714,6.491649e-06,686.3952693
Mali,Africa,1982,43.916,6.998255999999999e-06,618.0140641
Mali,Africa,1987,46.364,7.634008e-06,684.1715576
Mali,Africa,1992,48.388,8.416214999999998e-06,739.014375
Mali,Africa,1997,49.903,9.384983999999999e-06,790.2579846
Mali,Africa,2002,51.818,1.0580176e-05,951.4097518
Mali,Africa,2007,54.467,1.2031795e-05,1042.581557
Mauritania,Africa,1952,40.543,1.022556e-06,743.1159097
Mauritania,Africa,1957,42.338,1.076852e-06,846.1202613
Mauritania,Africa,1962,44.248,1.146757e-06,1055.896036
Mauritania,Africa,1967,46.289,1.230542e-06,1421.145193
Mauritania,Africa,1972,48.437,1.332786e-06,1586.851781
Mauritania,Africa,1977,50.852,1.456688e-06,1497.492223
Mauritania,Africa,1982,53.599,1.622136e-06,1481.150189
Mauritania,Africa,1987,56.145,1.8412399999999999e-06,1421.603576
Mauritania,Africa,1992,58.333,2.119465e-06,1361.369784
Mauritania,Africa,1997,60.43,2.444741e-06,1483.136136
Mauritania,Africa,2002,62.247,2.828858e-06,1579.019543
Mauritania,Africa,2007,64.164,3.2700650000000003e-06,1803.151496
Mauritius,Africa,1952,50.986,5.16556e-07,1967.955707
Mauritius,Africa,1957,58.089,6.09816e-07,2034.037981
Mauritius,Africa,1962,60.246,7.01016e-07,2529.067487
Mauritius,Africa,1967,61.557,7.89309e-07,2475.387562
Mauritius,Africa,1972,62.944,8.51334e-07,2575.484158
Mauritius,Africa,1977,64.93,9.130249999999999e-07,3710.982963
Mauritius,Africa,1982,66.711,9.9204e-07,3688.037739
Mauritius,Africa,1987,68.74,1.0426629999999998e-06,4783.586903
Mauritius,Africa,1992,69.745,1.0962019999999998e-06,6058.253846
Mauritius,Africa,1997,70.736,1.149818e-06,7425.705295
Mauritius,Africa,2002,71.954,1.2002060000000001e-06,9021.815894
Mauritius,Africa,2007,72.801,1.250882e-06,10956.99112
Mexico,Americas,1952,50.789,3.0144317000000002e-05,3478.125529
Mexico,Americas,1957,55.19,3.5015548e-05,4131.546641
Mexico,Americas,1962,58.299,4.1121485e-05,4581.609385
Mexico,Americas,1967,60.11,4.7995559e-05,5754.733883
Mexico,Americas,1972,62.361,5.5984293999999995e-05,6809.40669
Mexico,Americas,1977,65.032,6.3759976e-05,7674.929108
Mexico,Americas,1982,67.405,7.1640904e-05,9611.147541
Mexico,Americas,1987,69.498,8.012249199999999e-05,8688.156003
Mexico,Americas,1992,71.455,8.811103e-05,9472.384295
Mexico,Americas,1997,73.67,9.5895146e-05,9767.29753
Mexico,Americas,2002,74.902,0.000102479927,10742.44053
Mexico,Americas,2007,76.195,0.000108700891,11977.57496
Mongolia,Asia,1952,42.244,8.006630000000001e-07,786.5668575
Mongolia,Asia,1957,45.248,8.82134e-07,912.6626085
Mongolia,Asia,1962,48.251,1.01028e-06,1056.353958
Mongolia,Asia,1967,51.253,1.1495e-06,1226.04113
Mongolia,Asia,1972,53.754,1.3205e-06,1421.741975
Mongolia,Asia,1977,55.491,1.528e-06,1647.511665
Mongolia,Asia,1982,57.489,1.756032e-06,2000.603139
Mongolia,Asia,1987,60.222,2.0151330000000003e-06,2338.008304
Mongolia,Asia,1992,61.271,2.312802e-06,1785.402016
Mongolia,Asia,1997,63.625,2.494803e-06,1902.2521
Mongolia,Asia,2002,65.033,2.6742340000000003e-06,2140.739323
Mongolia,Asia,2007,66.803,2.8741270000000003e-06,3095.772271
Montenegro,Europe,1952,59.164,4.13834e-07,2647.585601
Montenegro,Europe,1957,61.448,4.42829e-07,3682.259903
Montenegro,Europe,1962,63.728,4.74528e-07,4649.593785
Montenegro,Europe,1967,67.178,5.01035e-07,5907.850937
Montenegro,Europe,1972,70.636,5.27678e-07,7778.414017
Montenegro,Europe,1977,73.066,5.60073e-07,9595.929905
Montenegro,Europe,1982,74.101,5.625480000000001e-07,11222.58762
Montenegro,Europe,1987,74.865,5.69473e-07,11732.51017
Montenegro,Europe,1992,75.435,6.21621e-07,7003.339037
Montenegro,Europe,1997,75.445,6.92651e-07,6465.613349
Montenegro,Europe,2002,73.981,7.2023e-07,6557.194282
Montenegro,Europe,2007,74.543,6.84736e-07,9253.896111
Morocco,Africa,1952,42.873,9.939217e-06,1688.20357
Morocco,Africa,1957,45.423,1.140635e-05,1642.002314
Morocco,Africa,1962,47.924,1.3056604e-05,1566.353493
Morocco,Africa,1967,50.335,1.4770296e-05,1711.04477
Morocco,Africa,1972,52.862,1.666067e-05,1930.194975
Morocco,Africa,1977,55.73,1.8396941000000002e-05,2370.619976
Morocco,Africa,1982,59.65,2.0198730000000002e-05,2702.620356
Morocco,Africa,1987,62.677,2.2987397e-05,2755.046991
Morocco,Africa,1992,65.393,2.5798239e-05,2948.047252
Morocco,Africa,1997,67.66,2.8529501e-05,2982.101858
Morocco,Africa,2002,69.615,3.1167783e-05,3258.495584
Morocco,Africa,2007,71.164,3.3757174999999994e-05,3820.17523
Mozambique,Africa,1952,31.286,6.446316e-06,468.5260381
Mozambique,Africa,1957,33.779,7.038035e-06,495.5868333
Mozambique,Africa,1962,36.161,7.788944e-06,556.6863539
Mozambique,Africa,1967,38.113,8.680909e-06,566.6691539
Mozambique,Africa,1972,40.328,9.809596e-06,724.9178037
Mozambique,Africa,1977,42.495,1.1127868e-05,502.3197334
Mozambique,Africa,1982,42.795,1.2587223e-05,462.2114149
Mozambique,Africa,1987,42.861,1.2891952e-05,389.8761846
Mozambique,Africa,1992,44.284,1.3160731e-05,410.8968239
Mozambique,Africa,1997,46.344,1.6603334e-05,472.3460771
Mozambique,Africa,2002,44.026,1.847378e-05,633.6179466
Mozambique,Africa,2007,42.082,1.9951656e-05,823.6856205
Myanmar,Asia,1952,36.319,2.0092995999999998e-05,331.0
Myanmar,Asia,1957,41.905,2.1731843999999998e-05,350.0
Myanmar,Asia,1962,45.108,2.3634436e-05,388.0
Myanmar,Asia,1967,49.379,2.5870271e-05,349.0
Myanmar,Asia,1972,53.07,2.8466390000000002e-05,357.0
Myanmar,Asia,1977,56.059,3.1528087e-05,371.0
Myanmar,Asia,1982,58.056,3.4680442e-05,424.0
Myanmar,Asia,1987,58.339,3.8028578000000004e-05,385.0
Myanmar,Asia,1992,59.32,4.0546538e-05,347.0
Myanmar,Asia,1997,60.328,4.3247867e-05,415.0
Myanmar,Asia,2002,59.908,4.5598081e-05,611.0
Myanmar,Asia,2007,62.069,4.776198e-05,944.0
Namibia,Africa,1952,41.725,4.85831e-07,2423.780443
Namibia,Africa,1957,45.226,5.4808e-07,2621.448058
Namibia,Africa,1962,48.386,6.213920000000001e-07,3173.215595
Namibia,Africa,1967,51.159,7.066400000000001e-07,3793.694753
Namibia,Africa,1972,53.867,8.21782e-07,3746.080948
Namibia,Africa,1977,56.437,9.77026e-07,3876.485958
Namibia,Africa,1982,58.968,1.09901e-06,4191.100511
Namibia,Africa,1987,60.835,1.278184e-06,3693.731337
Namibia,Africa,1992,61.999,1.554253e-06,3804.537999
Namibia,Africa,1997,58.909,1.774766e-06,3899.52426
Namibia,Africa,2002,51.479,1.972153e-06,4072.324751
Namibia,Africa,2007,52.906,2.05508e-06,4811.060429
Nepal,Asia,1952,36.157,9.182536e-06,545.8657229
Nepal,Asia,1957,37.686,9.682338e-06,597.9363558
Nepal,Asia,1962,39.393,1.0332057000000001e-05,652.3968593
Nepal,Asia,1967,41.472,1.126169e-05,676.4422254
Nepal,Asia,1972,43.971,1.2412593e-05,674.7881296
Nepal,Asia,1977,46.748,1.3933198e-05,694.1124398
Nepal,Asia,1982,49.594,1.5796314e-05,718.3730947
Nepal,Asia,1987,52.537,1.7917179999999997e-05,775.6324501
Nepal,Asia,1992,55.727,2.0326209e-05,897.7403604
Nepal,Asia,1997,59.426,2.3001113e-05,1010.892138
Nepal,Asia,2002,61.34,2.5873917e-05,1057.206311
Nepal,Asia,2007,63.785,2.8901789999999998e-05,1091.359778
Netherlands,Europe,1952,72.13,1.0381988e-05,8941.571858
Netherlands,Europe,1957,72.99,1.1026382999999998e-05,11276.19344
Netherlands,Europe,1962,73.23,1.1805689e-05,12790.84956
Netherlands,Europe,1967,73.82,1.2596822e-05,15363.25136
Netherlands,Europe,1972,73.75,1.3329874e-05,18794.74567
Netherlands,Europe,1977,75.24,1.3852989000000001e-05,21209.0592
Netherlands,Europe,1982,76.05,1.4310401e-05,21399.46046
Netherlands,Europe,1987,76.83,1.4665278000000002e-05,23651.32361
Netherlands,Europe,1992,77.42,1.5174244e-05,26790.94961
Netherlands,Europe,1997,78.03,1.5604464e-05,30246.13063
Netherlands,Europe,2002,78.53,1.612283e-05,33724.75778
Netherlands,Europe,2007,79.762,1.6570613000000002e-05,36797.93332
New Zealand,Oceania,1952,69.39,1.9947939999999998e-06,10556.57566
New Zealand,Oceania,1957,70.26,2.229407e-06,12247.39532
New Zealand,Oceania,1962,71.24,2.48855e-06,13175.678
New Zealand,Oceania,1967,71.52,2.72815e-06,14463.91893
New Zealand,Oceania,1972,71.89,2.9291e-06,16046.03728
New Zealand,Oceania,1977,72.22,3.1649e-06,16233.7177
New Zealand,Oceania,1982,73.84,3.21065e-06,17632.4104
New Zealand,Oceania,1987,74.32,3.3171659999999997e-06,19007.19129
New Zealand,Oceania,1992,76.33,3.437674e-06,18363.32494
New Zealand,Oceania,1997,77.55,3.676187e-06,21050.41377
New Zealand,Oceania,2002,79.11,3.908037e-06,23189.80135
New Zealand,Oceania,2007,80.204,4.1157709999999995e-06,25185.00911
Nicaragua,Americas,1952,42.314,1.16579e-06,3112.363948
Nicaragua,Americas,1957,45.432,1.358828e-06,3457.415947
Nicaragua,Americas,1962,48.632,1.590597e-06,3634.364406
Nicaragua,Americas,1967,51.884,1.8654900000000001e-06,4643.393534
Nicaragua,Americas,1972,55.151,2.1829079999999997e-06,4688.593267
Nicaragua,Americas,1977,57.47,2.554598e-06,5486.371089
Nicaragua,Americas,1982,59.298,2.9794230000000002e-06,3470.338156
Nicaragua,Americas,1987,62.008,3.344353e-06,2955.984375
Nicaragua,Americas,1992,65.843,4.017939e-06,2170.151724
Nicaragua,Americas,1997,68.426,4.609572e-06,2253.023004
Nicaragua,Americas,2002,70.836,5.146848e-06,2474.548819
Nicaragua,Americas,2007,72.899,5.6753559999999995e-06,2749.320965
Niger,Africa,1952,37.444,3.379468e-06,761.879376
Niger,Africa,1957,38.598,3.692184e-06,835.5234025
Niger,Africa,1962,39.487,4.076008e-06,997.7661127
Niger,Africa,1967,40.118,4.534062e-06,1054.384891
Niger,Africa,1972,40.546,5.060262e-06,954.2092363
Niger,Africa,1977,41.291,5.682086e-06,808.8970728
Niger,Africa,1982,42.598,6.437188e-06,909.7221354
Niger,Africa,1987,44.555,7.3326380000000005e-06,668.3000228
Niger,Africa,1992,47.391,8.392818e-06,581.182725
Niger,Africa,1997,51.313,9.666252e-06,580.3052092
Niger,Africa,2002,54.496,1.1140655e-05,601.0745012
Niger,Africa,2007,56.867,1.2894865e-05,619.6768924
Nigeria,Africa,1952,36.324,3.3119096e-05,1077.281856
Nigeria,Africa,1957,37.802,3.717334e-05,1100.592563
Nigeria,Africa,1962,39.36,4.1871351e-05,1150.927478
Nigeria,Africa,1967,41.04,4.7287752e-05,1014.514104
Nigeria,Africa,1972,42.821,5.3740085e-05,1698.388838
Nigeria,Africa,1977,44.514,6.2209173e-05,1981.951806
Nigeria,Africa,1982,45.826,7.3039376e-05,1576.97375
Nigeria,Africa,1987,46.886,8.155152e-05,1385.029563
Nigeria,Africa,1992,47.472,9.3364244e-05,1619.848217
Nigeria,Africa,1997,47.464,0.000106207839,1624.941275
Nigeria,Africa,2002,46.608,0.000119901274,1615.286395
Nigeria,Africa,2007,46.859,0.000135031164,2013.977305
Norway,Europe,1952,72.67,3.327728e-06,10095.42172
Norway,Europe,1957,73.44,3.491938e-06,11653.97304
Norway,Europe,1962,73.47,3.638919e-06,13450.40151
Norway,Europe,1967,74.08,3.786019e-06,16361.87647
Norway,Europe,1972,74.34,3.9330039999999996e-06,18965.05551
Norway,Europe,1977,75.37,4.043205e-06,23311.34939
Norway,Europe,1982,75.97,4.114786999999999e-06,26298.63531
Norway,Europe,1987,75.89,4.186147e-06,31540.9748
Norway,Europe,1992,77.32,4.286357e-06,33965.66115
Norway,Europe,1997,78.32,4.405672e-06,41283.16433
Norway,Europe,2002,79.05,4.535591e-06,44683.97525
Norway,Europe,2007,80.196,4.6279260000000005e-06,49357.19017
Oman,Asia,1952,37.578,5.07833e-07,1828.230307
Oman,Asia,1957,40.08,5.61977e-07,2242.746551
Oman,Asia,1962,43.165,6.281639999999999e-07,2924.638113
Oman,Asia,1967,46.988,7.147750000000001e-07,4720.942687
Oman,Asia,1972,52.143,8.290499999999999e-07,10618.03855
Oman,Asia,1977,57.367,1.004533e-06,11848.34392
Oman,Asia,1982,62.728,1.301048e-06,12954.79101
Oman,Asia,1987,67.734,1.593882e-06,18115.22313
Oman,Asia,1992,71.197,1.915208e-06,18616.70691
Oman,Asia,1997,72.499,2.283635e-06,19702.05581
Oman,Asia,2002,74.193,2.7134619999999997e-06,19774.83687
Oman,Asia,2007,75.64,3.2048969999999997e-06,22316.19287
Pakistan,Asia,1952,43.436,4.134656e-05,684.5971438
Pakistan,Asia,1957,45.557,4.6679944e-05,747.0835292
Pakistan,Asia,1962,47.67,5.3100671e-05,803.3427418
Pakistan,Asia,1967,49.8,6.0641899000000004e-05,942.4082588
Pakistan,Asia,1972,51.929,6.9325921e-05,1049.938981
Pakistan,Asia,1977,54.043,7.8152686e-05,1175.921193
Pakistan,Asia,1982,56.158,9.1462088e-05,1443.429832
Pakistan,Asia,1987,58.245,0.000105186881,1704.686583
Pakistan,Asia,1992,60.838,0.00012006500400000001,1971.829464
Pakistan,Asia,1997,61.818,0.000135564834,2049.350521
Pakistan,Asia,2002,63.61,0.000153403524,2092.712441
Pakistan,Asia,2007,65.483,0.00016927061699999998,2605.94758
Panama,Americas,1952,55.191,9.4008e-07,2480.380334
Panama,Americas,1957,59.201,1.063506e-06,2961.800905
Panama,Americas,1962,61.817,1.215725e-06,3536.540301
Panama,Americas,1967,64.071,1.405486e-06,4421.009084
Panama,Americas,1972,66.216,1.616384e-06,5364.249663
Panama,Americas,1977,68.681,1.839782e-06,5351.912144
Panama,Americas,1982,70.472,2.0363050000000002e-06,7009.601598
Panama,Americas,1987,71.523,2.2536390000000003e-06,7034.779161
Panama,Americas,1992,72.462,2.484997e-06,6618.74305
Panama,Americas,1997,73.738,2.734531e-06,7113.692252
Panama,Americas,2002,74.712,2.990875e-06,7356.031934
Panama,Americas,2007,75.537,3.2421730000000004e-06,9809.185636
Paraguay,Americas,1952,62.649,1.555876e-06,1952.308701
Paraguay,Americas,1957,63.196,1.770902e-06,2046.154706
Paraguay,Americas,1962,64.361,2.009813e-06,2148.027146
Paraguay,Americas,1967,64.951,2.2879849999999997e-06,2299.376311
Paraguay,Americas,1972,65.815,2.614104e-06,2523.337977
Paraguay,Americas,1977,66.353,2.9844940000000002e-06,3248.373311
Paraguay,Americas,1982,66.874,3.366439e-06,4258.503604
Paraguay,Americas,1987,67.378,3.886512e-06,3998.875695
Paraguay,Americas,1992,68.225,4.483945e-06,4196.411078
Paraguay,Americas,1997,69.4,5.154123e-06,4247.400261
Paraguay,Americas,2002,70.755,5.884491e-06,3783.674243
Paraguay,Americas,2007,71.752,6.667147e-06,4172.838464
Peru,Americas,1952,43.902,8.0257e-06,3758.523437
Peru,Americas,1957,46.263,9.1461e-06,4245.256698
Peru,Americas,1962,49.096,1.05165e-05,4957.037982
Peru,Americas,1967,51.445,1.2132199999999999e-05,5788.09333
Peru,Americas,1972,55.448,1.39547e-05,5937.827283
Peru,Americas,1977,58.447,1.5990099000000002e-05,6281.290855
Peru,Americas,1982,61.406,1.8125129e-05,6434.501797
Peru,Americas,1987,64.134,2.0195924e-05,6360.943444
Peru,Americas,1992,66.458,2.2430449e-05,4446.380924
Peru,Americas,1997,68.386,2.4748121999999998e-05,5838.347657
Peru,Americas,2002,69.906,2.6769436e-05,5909.020073
Peru,Americas,2007,71.421,2.8674757e-05,7408.905561
Philippines,Asia,1952,47.752,2.2438690999999998e-05,1272.880995
Philippines,Asia,1957,51.334,2.6072194e-05,1547.944844
Philippines,Asia,1962,54.757,3.0325264e-05,1649.552153
Philippines,Asia,1967,56.393,3.53566e-05,1814.12743
Philippines,Asia,1972,58.065,4.0850141e-05,1989.37407
Philippines,Asia,1977,60.06,4.6850962000000005e-05,2373.204287
Philippines,Asia,1982,62.082,5.3456774e-05,2603.273765
Philippines,Asia,1987,64.151,6.0017788e-05,2189.634995
Philippines,Asia,1992,66.458,6.7185766e-05,2279.324017
Philippines,Asia,1997,68.564,7.5012988e-05,2536.534925
Philippines,Asia,2002,70.303,8.2995088e-05,2650.921068
Philippines,Asia,2007,71.688,9.1077287e-05,3190.481016
Poland,Europe,1952,61.31,2.5730551e-05,4029.329699
Poland,Europe,1957,65.77,2.8235346e-05,4734.253019
Poland,Europe,1962,67.64,3.0329616999999998e-05,5338.752143
Poland,Europe,1967,69.61,3.1785378e-05,6557.152776
Poland,Europe,1972,70.85,3.3039545e-05,8006.506993
Poland,Europe,1977,70.67,3.4621254e-05,9508.141454
Poland,Europe,1982,71.32,3.6227381e-05,8451.531004
Poland,Europe,1987,70.98,3.774071e-05,9082.351172
Poland,Europe,1992,70.99,3.8370697e-05,7738.881247
Poland,Europe,1997,72.75,3.8654957000000004e-05,10159.58368
Poland,Europe,2002,74.67,3.8625976e-05,12002.23908
Poland,Europe,2007,75.563,3.8518241000000006e-05,15389.92468
Portugal,Europe,1952,59.82,8.52605e-06,3068.319867
Portugal,Europe,1957,61.51,8.81765e-06,3774.571743
Portugal,Europe,1962,64.39,9.0198e-06,4727.954889
Portugal,Europe,1967,66.6,9.102999999999999e-06,6361.517993
Portugal,Europe,1972,69.26,8.97045e-06,9022.247417
Portugal,Europe,1977,70.41,9.6626e-06,10172.48572
Portugal,Europe,1982,72.77,9.85965e-06,11753.84291
Portugal,Europe,1987,74.06,9.915289e-06,13039.30876
Portugal,Europe,1992,74.86,9.92768e-06,16207.26663
Portugal,Europe,1997,75.97,1.0156415000000001e-05,17641.03156
Portugal,Europe,2002,77.29,1.0433867e-05,19970.90787
Portugal,Europe,2007,78.098,1.0642836000000001e-05,20509.64777
Puerto Rico,Americas,1952,64.28,2.227e-06,3081.959785
Puerto Rico,Americas,1957,68.54,2.26e-06,3907.156189
Puerto Rico,Americas,1962,69.62,2.448046e-06,5108.34463
Puerto Rico,Americas,1967,71.1,2.648961e-06,6929.277714
Puerto Rico,Americas,1972,72.16,2.8471320000000003e-06,9123.041742
Puerto Rico,Americas,1977,73.44,3.0808279999999997e-06,9770.524921
Puerto Rico,Americas,1982,73.75,3.279001e-06,10330.98915
Puerto Rico,Americas,1987,74.63,3.444468e-06,12281.34191
Puerto Rico,Americas,1992,73.911,3.585176e-06,14641.58711
Puerto Rico,Americas,1997,74.917,3.75943e-06,16999.4333
Puerto Rico,Americas,2002,77.778,3.859606e-06,18855.60618
Puerto Rico,Americas,2007,78.746,3.942491e-06,19328.70901
Reunion,Africa,1952,52.724,2.577e-07,2718.885295
Reunion,Africa,1957,55.09,3.0869999999999995e-07,2769.451844
Reunion,Africa,1962,57.666,3.589e-07,3173.72334
Reunion,Africa,1967,60.542,4.14024e-07,4021.175739
Reunion,Africa,1972,64.274,4.61633e-07,5047.658563
Reunion,Africa,1977,67.064,4.92095e-07,4319.804067
Reunion,Africa,1982,69.885,5.1781e-07,5267.219353
Reunion,Africa,1987,71.913,5.62035e-07,5303.377488
Reunion,Africa,1992,73.615,6.22191e-07,6101.255823
Reunion,Africa,1997,74.772,6.848100000000001e-07,6071.941411
Reunion,Africa,2002,75.744,7.43981e-07,6316.1652
Reunion,Africa,2007,76.442,7.98094e-07,7670.122558
Romania,Europe,1952,61.05,1.663e-05,3144.613186
Romania,Europe,1957,64.1,1.7829327e-05,3943.370225
Romania,Europe,1962,66.8,1.8680721e-05,4734.997586
Romania,Europe,1967,66.8,1.9284814e-05,6470.866545
Romania,Europe,1972,69.21,2.0662648000000002e-05,8011.414402
Romania,Europe,1977,69.46,2.1658597e-05,9356.39724
Romania,Europe,1982,69.66,2.2356725999999997e-05,9605.314053
Romania,Europe,1987,69.53,2.2686371e-05,9696.273295
Romania,Europe,1992,69.36,2.2797027e-05,6598.409903
Romania,Europe,1997,69.72,2.2562457999999998e-05,7346.547557
Romania,Europe,2002,71.322,2.2404337000000003e-05,7885.360081
Romania,Europe,2007,72.476,2.2276056e-05,10808.47561
Rwanda,Africa,1952,40.0,2.534927e-06,493.3238752
Rwanda,Africa,1957,41.5,2.822082e-06,540.2893983
Rwanda,Africa,1962,43.0,3.0512419999999996e-06,597.4730727
Rwanda,Africa,1967,44.1,3.451079e-06,510.9637142
Rwanda,Africa,1972,44.6,3.992121e-06,590.5806638
Rwanda,Africa,1977,45.0,4.657072e-06,670.0806011
Rwanda,Africa,1982,46.218,5.507565e-06,881.5706467
Rwanda,Africa,1987,44.02,6.349365e-06,847.991217
Rwanda,Africa,1992,23.599,7.290203e-06,737.0685949
Rwanda,Africa,1997,36.087,7.212583e-06,589.9445051
Rwanda,Africa,2002,43.413,7.852401e-06,785.6537648
Rwanda,Africa,2007,46.242,8.860588e-06,863.0884639
Sao Tome and Principe,Africa,1952,46.471,6.001100000000001e-08,879.5835855
Sao Tome and Principe,Africa,1957,48.945,6.1325e-08,860.7369026
Sao Tome and Principe,Africa,1962,51.893,6.5345e-08,1071.551119
Sao Tome and Principe,Africa,1967,54.425,7.0787e-08,1384.840593
Sao Tome and Principe,Africa,1972,56.48,7.659499999999999e-08,1532.985254
Sao Tome and Principe,Africa,1977,58.55,8.679599999999999e-08,1737.561657
Sao Tome and Principe,Africa,1982,60.351,9.8593e-08,1890.218117
Sao Tome and Principe,Africa,1987,61.728,1.10812e-07,1516.525457
Sao Tome and Principe,Africa,1992,62.742,1.25911e-07,1428.777814
Sao Tome and Principe,Africa,1997,63.306,1.45608e-07,1339.076036
Sao Tome and Principe,Africa,2002,64.337,1.7037199999999999e-07,1353.09239
Sao Tome and Principe,Africa,2007,65.528,1.9957900000000002e-07,1598.435089
Saudi Arabia,Asia,1952,39.875,4.005677e-06,6459.554823
Saudi Arabia,Asia,1957,42.868,4.41965e-06,8157.591248
Saudi Arabia,Asia,1962,45.914,4.943029e-06,11626.41975
Saudi Arabia,Asia,1967,49.901,5.618197999999999e-06,16903.04886
Saudi Arabia,Asia,1972,53.886,6.472756000000001e-06,24837.42865
Saudi Arabia,Asia,1977,58.69,8.128505e-06,34167.7626
